country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
Tonga,-0.13345911250920808,-0.09453803632062185,-0.06816898960912832,-0.015067557218434462,-0.13365824244972244,-0.1180872286101981,0.09082532628586326,0.13579973583277857,0.028481110480599005
Tunisia,0.13881161533109562,-0.11554703504078709,-0.12157826070879818,-0.0795110628701097,-0.05120510849463444,-0.022680039554224984,-0.04803593935277988,-0.018698908681960048,0.006563871533622254
Turkey,0.14686767405707796,-0.19803881722312708,0.038046184248674966,0.08870624356200742,-0.020782905059267356,-0.015029666308280544,-0.045849740608844794,-0.003873193290400594,0.029129183543595987
Turkmenistan,-0.11434334945248649,0.03560217562642479,-0.29269578598269735,0.047529026957990946,0.08542465034786374,-0.05136769779718171,-0.07610016230822007,-0.0968067822613322,-0.06872957020356972
Uganda,-0.5931654277624746,0.08399249267325619,0.24573722661139566,-0.00811591838519896,-0.1077889166724848,-0.028751923086629976,0.10948537863280498,-0.049533937130699916,-0.01292061497452134
Ukraine,0.15093361076806283,-0.1736295680413141,-0.06725569808862038,-0.14106596770118893,0.04981814526053457,0.11417015377104872,0.03708625308257403,-0.02207138174683345,-0.025344718054332086
United Arab Emirates,0.39513640329229865,0.22655270784162126,-0.21230773055550708,0.18737262487482187,0.038602445028788616,0.03232732722118759,0.04535293141768082,0.02190794576974581,0.06263310532942908
United Kingdom,0.3908949123765818,-0.010558183946246202,0.23793784808247348,0.0957132229239733,-0.0010950114584181699,-0.036916078664961806,-0.011140264481664561,0.02160852356147875,-0.009685895237142545
United States,0.4836120747474237,0.03529668312613954,0.7328871925888835,-0.03749257089456799,0.02397109762021291,0.05562688454173897,0.04017001979813689,-0.07624581858335311,0.04512055827637674
Uruguay,0.1796987401723982,-0.18833359698213714,0.10274376550103134,0.020524000626712714,-0.01828115974939819,-0.005670143580203796,0.0014416310878861617,-0.0415246915011667,0.0011224517516189713
Uzbekistan,-0.056581930112741215,-0.19450310374846644,-0.062398062287598116,0.027204481237915103,0.04701075372658933,0.08680022547122263,-0.0018707182395688365,-0.019914924555364647,-0.03816024198431483
Vanuatu,-0.1600783809462304,-0.029624718514147337,-0.1219095111848207,-0.06609933428226519,-0.009042724730350778,-0.06364622108404358,0.11525358867033328,-0.0032321973985081557,-0.06570122564606458
Venezuela,0.0611331856840031,-0.17133915643467462,-0.05858604147584543,0.24745954591233418,-0.09326048345326764,0.2915152570282884,0.005520840189068667,0.056038390145914954,-0.036458782316226485
Vietnam,0.11551227800655797,-0.03203380766647149,-0.19524300706979267,-0.23199287783857891,-0.0357342479378359,0.08923711023758374,-0.039743083857798144,-0.006123661291345783,-0.01777991266396654
Yemen,-0.3329682454570165,-0.01982430283577417,-0.02998902827953596,0.10541565202155286,-0.14154993906174856,0.06325382736471367,0.012518785338610726,0.014231060499049947,-0.011440620837750106
Zambia,-0.5738966875202655,0.10878813658955863,0.0325523203441141,0.04483918475785461,0.02408821412894651,0.013233111533009757,0.13741330541279803,-0.05371467609772322,-0.0659275046815509
